Date,Month,Channel,Owner,TruckName,Pack Size,DutyCycle,SKU,TotalMileage,Software,Distribution,IUPR,Cost of Sales,Price,Ppk
1/6/2011,11-Jun,Supermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,30244,1856719,75.85,0.7585,4717.19,61.39,0.6139
1/6/2011,11-Jun,Supermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,14432,904358,52.47,0.5247,2297.62,62.66,0.6266
1/6/2011,11-Jun,Supermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,2119,133268,40.11,0.4011,338.58,62.89,0.6289
1/6/2011,11-Jun,Supermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,662,60455,18.04,0.1804,153.59,91.32,0.9132
1/6/2011,11-Jun,Supermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,377,30238,9.7,0.097,76.82,80.21,0.8021
1/6/2011,11-Jun,Supermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,1160,144355,34.1,0.341,366.75,124.44,1.2444
1/6/2011,11-Jun,Supermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,118,15175,4.31,0.0431,38.55,128.6,1.286
1/6/2011,11-Jun,Supermarkets,ISF,Beta,12,High,Beta 12 Pack High,1563,196558,29.17,0.2917,499.37,125.76,1.2576
1/6/2011,11-Jun,Supermarkets,ISF,Beta,12,Standard,Beta 12 Pack Standard,3867,431606,52.26,0.5226,1096.54,111.61,1.1161
1/6/2011,11-Jun,Supermarkets,ISF,Beta,18,Standard,Beta 18 Pack Standard,2155,226007,38.57,0.3857,574.19,104.88,1.0488
1/6/2011,11-Jun,Supermarkets,ISF,Beta,60,Standard,Beta 60 Pack Standard,161,20333,3.72,0.0372,51.66,126.29,1.2629
1/6/2011,11-Jun,Supermarkets,Ventura,Omega,12,Standard,Omega 12 Pack Standard,1082,65513,25.45,0.2545,166.44,60.55,0.6055
1/6/2011,11-Jun,Supermarkets,ISL,Kappa,8,Standard,Kappa 8 Pack Standard,743,62448,27.62,0.2762,158.66,84.05,0.8405
1/6/2011,11-Jun,Supermarkets,ISL,Kappa,12,Standard,Kappa 12 Pack Standard,4183,302774,42.34,0.4234,769.23,72.38,0.7238
1/6/2011,11-Jun,Supermarkets,ISL,Kappa,18,Standard,Kappa 18 Pack Standard,916,65609,22.15,0.2215,166.69,71.63,0.7163
1/6/2011,11-Jun,Supermarkets,Vanguard,Pi,12,High,Pi 12 Pack High,146,12055,7.06,0.0706,30.62,82.57,0.8257
1/7/2011,11-Jul,Hypermarkets,ISX,Delta,12,Standard,Delta 12 Pack Standard,1972,109814,95.79,0.9579,278.99,55.69,0.5569
1/7/2011,11-Jul,Hypermarkets,ISX,Eta,12,Standard,Eta 12 Pack Standard,797,35103,14.53,0.1453,89.18,44.04,0.4404
1/7/2011,11-Jul,Hypermarkets,ISX,Omicron,8,Standard,Omicron 8 Pack Standard,910,76920,96.6,0.966,195.43,84.53,0.8453
1/7/2011,11-Jul,Hypermarkets,ISX,Omicron,12,Low,Omicron 12 Pack Low,602,52013,90.94,0.9094,132.14,86.4,0.864
1/7/2011,11-Jul,Hypermarkets,ISX,Omicron,12,High,Omicron 12 Pack High,2831,246946,98.58,0.9858,627.39,87.23,0.8723
1/7/2011,11-Jul,Hypermarkets,ISX,Omicron,12,Standard,Omicron 12 Pack Standard,9075,631066,99.93,0.9993,1603.29,69.54,0.6954
1/7/2011,11-Jul,Hypermarkets,ISX,Omicron,18,Standard,Omicron 18 Pack Standard,8864,570595,99.17,0.9917,1449.65,64.37,0.6437
1/7/2011,11-Jul,Hypermarkets,ISX,Sigma,12,High,Sigma 12 Pack High,806,132654,95.01,0.9501,337.02,164.58,1.6458
1/7/2011,11-Jul,Hypermarkets,ISX,Sigma,12,Standard,Sigma 12 Pack Standard,713,104015,93.55,0.9355,264.26,145.88,1.4588
1/7/2011,11-Jul,Hypermarkets,ISX,Tau,12,Standard,Tau 12 Pack Standard,1358,90488,96,0.96,229.9,66.63,0.6663
1/7/2011,11-Jul,Hypermarkets,ISB,Epsilon,12,Standard,Epsilon 12 Pack Standard,1013,53567,78.47,0.7847,136.09,52.88,0.5288
1/7/2011,11-Jul,Hypermarkets,ISB,Iota,12,High,Iota 12 Pack High,990,88124,90.31,0.9031,223.89,89.01,0.8901
1/7/2011,11-Jul,Hypermarkets,ISB,Iota,12,Standard,Iota 12 Pack Standard,1008,84836,92.94,0.9294,215.54,84.16,0.8416
1/7/2011,11-Jul,Hypermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,828,49818,71.07,0.7107,126.57,60.17,0.6017
1/7/2011,11-Jul,Hypermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,3616,200729,98.51,0.9851,509.97,55.51,0.5551
1/7/2011,11-Jul,Hypermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,211,34301,42.38,0.4238,87.14,162.56,1.6256
1/7/2011,11-Jul,Hypermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,180,17711,19.54,0.1954,44.99,98.39,0.9839
1/7/2011,11-Jul,Hypermarkets,ISB,Theta,8,Standard,Theta 8 Pack Standard,964,85625,98.48,0.9848,217.54,88.82,0.8882
1/7/2011,11-Jul,Hypermarkets,ISB,Theta,12,Low,Theta 12 Pack Low,759,67640,92.87,0.9287,171.85,89.12,0.8912
1/7/2011,11-Jul,Hypermarkets,ISB,Theta,12,High,Theta 12 Pack High,3697,319469,99.47,0.9947,811.64,86.41,0.8641
1/7/2011,11-Jul,Hypermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,5035,371381,99.64,0.9964,943.53,73.76,0.7376
1/7/2011,11-Jul,Hypermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,40243,2389897,99.39,0.9939,6071.78,59.39,0.5939
1/7/2011,11-Jul,Hypermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,2782,170849,96.44,0.9644,434.06,61.41,0.6141
1/7/2011,11-Jul,Hypermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,741,63410,59.71,0.5971,161.1,85.57,0.8557
1/7/2011,11-Jul,Hypermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,1686,129404,91.6,0.916,328.76,76.75,0.7675
1/7/2011,11-Jul,Hypermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,1096,125650,99.56,0.9956,319.23,114.64,1.1464
1/7/2011,11-Jul,Hypermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,66,8043,8.02,0.0802,20.44,121.86,1.2186
1/7/2011,11-Jul,Hypermarkets,ISF,Beta,12,High,Beta 12 Pack High,3812,436309,96.11,0.9611,1108.49,114.46,1.1446
1/7/2011,11-Jul,Hypermarkets,ISF,Beta,12,Standard,Beta 12 Pack Standard,3931,413451,99.15,0.9915,1050.41,105.18,1.0518
1/7/2011,11-Jul,Hypermarkets,ISF,Beta,18,Standard,Beta 18 Pack Standard,5750,540369,97.62,0.9762,1372.87,93.98,0.9398
1/7/2011,11-Jul,Hypermarkets,ISF,Beta,60,Standard,Beta 60 Pack Standard,920,95347,44.5,0.445,242.24,103.64,1.0364
1/7/2011,11-Jul,Hypermarkets,Ventura,Omega,12,Standard,Omega 12 Pack Standard,1045,63579,90.3,0.903,161.53,60.84,0.6084
1/7/2011,11-Jul,Hypermarkets,ISL,Kappa,8,Standard,Kappa 8 Pack Standard,1114,87476,97.21,0.9721,222.24,78.52,0.7852
1/7/2011,11-Jul,Hypermarkets,ISL,Kappa,12,Standard,Kappa 12 Pack Standard,1946,141508,97.84,0.9784,359.51,72.72,0.7272
1/7/2011,11-Jul,Hypermarkets,ISL,Kappa,18,Standard,Kappa 18 Pack Standard,3025,198611,85.74,0.8574,504.59,65.66,0.6566
1/7/2011,11-Jul,Hypermarkets,Vanguard,Pi,12,High,Pi 12 Pack High,1168,87521,59.14,0.5914,222.36,74.93,0.7493
1/7/2011,11-Jul,Supermarkets,ISX,Delta,12,Standard,Delta 12 Pack Standard,2308,116240,30.36,0.3036,295.32,50.36,0.5036
1/7/2011,11-Jul,Supermarkets,ISX,Eta,12,Standard,Eta 12 Pack Standard,821,36127,4.7,0.047,91.78,44,0.44
1/7/2011,11-Jul,Supermarkets,ISX,Omicron,8,Standard,Omicron 8 Pack Standard,1786,159505,33.36,0.3336,405.24,89.31,0.8931
1/7/2011,11-Jul,Supermarkets,ISX,Omicron,12,Low,Omicron 12 Pack Low,614,56949,17.55,0.1755,144.68,92.75,0.9275
1/7/2011,11-Jul,Supermarkets,ISX,Omicron,12,High,Omicron 12 Pack High,4871,404615,44.03,0.4403,1027.97,83.07,0.8307
1/7/2011,11-Jul,Supermarkets,ISX,Omicron,12,Standard,Omicron 12 Pack Standard,11293,808525,49.34,0.4934,2054.14,71.6,0.716
1/7/2011,11-Jul,Supermarkets,ISX,Omicron,18,Standard,Omicron 18 Pack Standard,5583,384157,41.86,0.4186,975.99,68.81,0.6881
1/7/2011,11-Jul,Supermarkets,ISX,Sigma,12,High,Sigma 12 Pack High,433,76387,16.22,0.1622,194.07,176.41,1.7641
1/7/2011,11-Jul,Supermarkets,ISX,Sigma,12,Standard,Sigma 12 Pack Standard,601,95302,17.67,0.1767,242.12,158.57,1.5857
1/7/2011,11-Jul,Supermarkets,ISX,Tau,12,Standard,Tau 12 Pack Standard,493,34956,16.79,0.1679,88.81,70.9,0.709
1/7/2011,11-Jul,Supermarkets,ISB,Epsilon,12,Standard,Epsilon 12 Pack Standard,725,40956,16.92,0.1692,104.05,56.49,0.5649
1/7/2011,11-Jul,Supermarkets,ISB,Iota,12,High,Iota 12 Pack High,955,84156,23.2,0.232,213.81,88.12,0.8812
1/7/2011,11-Jul,Supermarkets,ISB,Iota,12,Standard,Iota 12 Pack Standard,754,66641,21.42,0.2142,169.31,88.38,0.8838
1/7/2011,11-Jul,Supermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,440,27695,12.55,0.1255,70.36,62.94,0.6294
1/7/2011,11-Jul,Supermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,2303,137534,36.27,0.3627,349.42,59.72,0.5972
1/7/2011,11-Jul,Supermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,524,83678,17.37,0.1737,212.59,159.69,1.5969
1/7/2011,11-Jul,Supermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,283,29088,10.3,0.103,73.9,102.78,1.0278
1/7/2011,11-Jul,Supermarkets,ISB,Theta,8,Standard,Theta 8 Pack Standard,1698,157405,33.08,0.3308,399.9,92.7,0.927
1/7/2011,11-Jul,Supermarkets,ISB,Theta,12,Low,Theta 12 Pack Low,268,24943,11.96,0.1196,63.37,93.07,0.9307
1/7/2011,11-Jul,Supermarkets,ISB,Theta,12,High,Theta 12 Pack High,2033,195030,28.31,0.2831,495.49,95.93,0.9593
1/7/2011,11-Jul,Supermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,10031,706784,54.86,0.5486,1795.66,70.46,0.7046
1/7/2011,11-Jul,Supermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,26657,1612972,44.01,0.4401,4097.92,60.51,0.6051
1/7/2011,11-Jul,Supermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,1723,113621,34.75,0.3475,288.67,65.94,0.6594
1/7/2011,11-Jul,Supermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,583,55602,14.97,0.1497,141.26,95.37,0.9537
1/7/2011,11-Jul,Supermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,487,38276,7,0.07,97.24,78.6,0.786
1/7/2011,11-Jul,Supermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,1078,133209,26.94,0.2694,338.43,123.57,1.2357
1/7/2011,11-Jul,Supermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,73,9290,2.1,0.021,23.6,127.26,1.2726
1/7/2011,11-Jul,Supermarkets,ISF,Beta,12,High,Beta 12 Pack High,1774,223883,24.3,0.243,568.8,126.2,1.262
1/7/2011,11-Jul,Supermarkets,ISF,Beta,12,Standard,Beta 12 Pack Standard,3974,449644,43.59,0.4359,1142.37,113.15,1.1315
1/7/2011,11-Jul,Supermarkets,ISF,Beta,18,Standard,Beta 18 Pack Standard,2136,226367,31.93,0.3193,575.11,105.98,1.0598
1/7/2011,11-Jul,Supermarkets,ISF,Beta,60,Standard,Beta 60 Pack Standard,169,21228,3.29,0.0329,53.93,125.61,1.2561
1/7/2011,11-Jul,Supermarkets,Ventura,Omega,12,Standard,Omega 12 Pack Standard,1774,103288,25.87,0.2587,262.41,58.22,0.5822
1/7/2011,11-Jul,Supermarkets,ISL,Kappa,8,Standard,Kappa 8 Pack Standard,28406,1723441,50.48,0.5048,4378.58,60.67,0.6067
1/7/2011,11-Jul,Supermarkets,ISL,Kappa,12,Standard,Kappa 12 Pack Standard,3646,276428,35.49,0.3549,702.29,75.82,0.7582
1/7/2011,11-Jul,Supermarkets,ISL,Kappa,18,Standard,Kappa 18 Pack Standard,1003,71422,16.49,0.1649,181.46,71.21,0.7121
1/7/2011,11-Jul,Supermarkets,Vanguard,Pi,12,High,Pi 12 Pack High,165,13510,4.69,0.0469,34.32,81.88,0.8188
1/8/2011,11-Aug,Hypermarkets,ISX,Delta,12,Standard,Delta 12 Pack Standard,1934,107132,94.73,0.9473,272.18,55.39,0.5539
1/8/2011,11-Aug,Hypermarkets,ISX,Eta,12,Standard,Eta 12 Pack Standard,781,34460,14.44,0.1444,87.55,44.12,0.4412
1/8/2011,11-Aug,Hypermarkets,ISX,Omicron,8,Standard,Omicron 8 Pack Standard,951,78145,97.21,0.9721,198.53,82.17,0.8217
1/8/2011,11-Aug,Hypermarkets,ISX,Omicron,12,Low,Omicron 12 Pack Low,428,36688,92.62,0.9262,93.21,85.72,0.8572
1/8/2011,11-Aug,Hypermarkets,ISX,Omicron,12,High,Omicron 12 Pack High,2522,220432,99.64,0.9964,560.03,87.4,0.874
1/8/2011,11-Aug,Hypermarkets,ISX,Omicron,12,Standard,Omicron 12 Pack Standard,5543,401555,99.94,0.9994,1020.19,72.44,0.7244
1/8/2011,11-Aug,Hypermarkets,ISX,Omicron,18,Standard,Omicron 18 Pack Standard,11402,716570,99.7,0.997,1820.52,62.85,0.6285
1/8/2011,11-Aug,Hypermarkets,ISX,Sigma,12,High,Sigma 12 Pack High,847,135951,97.43,0.9743,345.4,160.51,1.6051
1/8/2011,11-Aug,Hypermarkets,ISX,Sigma,12,Standard,Sigma 12 Pack Standard,664,97858,95.53,0.9553,248.62,147.38,1.4738
1/8/2011,11-Aug,Hypermarkets,ISX,Tau,12,Standard,Tau 12 Pack Standard,1140,76318,95.39,0.9539,193.89,66.95,0.6695
1/8/2011,11-Aug,Hypermarkets,ISB,Epsilon,12,Standard,Epsilon 12 Pack Standard,964,51794,80.41,0.8041,131.59,53.73,0.5373
1/8/2011,11-Aug,Hypermarkets,ISB,Iota,12,High,Iota 12 Pack High,971,85294,91.81,0.9181,216.7,87.84,0.8784
1/8/2011,11-Aug,Hypermarkets,ISB,Iota,12,Standard,Iota 12 Pack Standard,951,81851,94.97,0.9497,207.95,86.07,0.8607
1/8/2011,11-Aug,Hypermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,710,43434,72.12,0.7212,110.35,61.17,0.6117
1/8/2011,11-Aug,Hypermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,3082,171397,97.5,0.975,435.45,55.61,0.5561
1/8/2011,11-Aug,Hypermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,391,57881,75.36,0.7536,147.05,148.03,1.4803
1/8/2011,11-Aug,Hypermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,166,16414,20.01,0.2001,41.7,98.88,0.9888
1/8/2011,11-Aug,Hypermarkets,ISB,Theta,8,Standard,Theta 8 Pack Standard,763,68332,99.4,0.994,173.6,89.56,0.8956
1/8/2011,11-Aug,Hypermarkets,ISB,Theta,12,Low,Theta 12 Pack Low,239,21750,53.95,0.5395,55.26,91,0.91
1/8/2011,11-Aug,Hypermarkets,ISB,Theta,12,High,Theta 12 Pack High,2545,225737,97.72,0.9772,573.51,88.7,0.887
1/8/2011,11-Aug,Hypermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,6236,452032,99.86,0.9986,1148.44,72.49,0.7249
1/8/2011,11-Aug,Hypermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,31661,1892363,99.89,0.9989,4807.75,59.77,0.5977
1/8/2011,11-Aug,Hypermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,2873,172796,97.62,0.9762,439.01,60.14,0.6014
1/8/2011,11-Aug,Hypermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,706,60478,61.4,0.614,153.65,85.66,0.8566
1/8/2011,11-Aug,Hypermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,1938,144391,92.84,0.9284,366.84,74.51,0.7451
1/8/2011,11-Aug,Hypermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,910,104269,98.61,0.9861,264.91,114.58,1.1458
1/8/2011,11-Aug,Hypermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,22,2659,2.92,0.0292,6.76,120.86,1.2086
1/8/2011,11-Aug,Hypermarkets,ISF,Beta,12,High,Beta 12 Pack High,3167,362023,96.84,0.9684,919.76,114.31,1.1431
1/8/2011,11-Aug,Hypermarkets,ISF,Beta,12,Standard,Beta 12 Pack Standard,8879,840607,99.85,0.9985,2135.65,94.67,0.9467
1/8/2011,11-Aug,Hypermarkets,ISF,Beta,18,Standard,Beta 18 Pack Standard,3597,354356,96.52,0.9652,900.28,98.51,0.9851
1/8/2011,11-Aug,Hypermarkets,ISF,Beta,60,Standard,Beta 60 Pack Standard,807,81710,45.54,0.4554,207.59,101.25,1.0125
1/8/2011,11-Aug,Hypermarkets,Ventura,Omega,12,Standard,Omega 12 Pack Standard,611,36885,87.89,0.8789,93.71,60.37,0.6037
1/8/2011,11-Aug,Hypermarkets,ISL,Kappa,8,Standard,Kappa 8 Pack Standard,1115,86605,97.77,0.9777,220.03,77.67,0.7767
1/8/2011,11-Aug,Hypermarkets,ISL,Kappa,12,Standard,Kappa 12 Pack Standard,1960,143034,98.77,0.9877,363.39,72.98,0.7298
1/8/2011,11-Aug,Hypermarkets,ISL,Kappa,18,Standard,Kappa 18 Pack Standard,3299,212833,86.8,0.868,540.73,64.51,0.6451
1/8/2011,11-Aug,Hypermarkets,Vanguard,Pi,12,High,Pi 12 Pack High,1123,83664,58.31,0.5831,212.56,74.5,0.745
1/8/2011,11-Aug,Supermarkets,ISX,Delta,12,Standard,Delta 12 Pack Standard,1293,69224,26.97,0.2697,175.87,53.54,0.5354
1/8/2011,11-Aug,Supermarkets,ISX,Eta,12,Standard,Eta 12 Pack Standard,768,33851,4.93,0.0493,86,44.08,0.4408
1/8/2011,11-Aug,Supermarkets,ISX,Omicron,8,Standard,Omicron 8 Pack Standard,20130,1249045,58.62,0.5862,3173.33,62.05,0.6205
1/8/2011,11-Aug,Supermarkets,ISX,Omicron,12,Low,Omicron 12 Pack Low,347,32579,16.26,0.1626,82.77,93.89,0.9389
1/8/2011,11-Aug,Supermarkets,ISX,Omicron,12,High,Omicron 12 Pack High,2966,263057,43.62,0.4362,668.32,88.69,0.8869
1/8/2011,11-Aug,Supermarkets,ISX,Omicron,12,Standard,Omicron 12 Pack Standard,9370,687427,49.91,0.4991,1746.48,73.36,0.7336
1/8/2011,11-Aug,Supermarkets,ISX,Omicron,18,Standard,Omicron 18 Pack Standard,5975,409823,42.78,0.4278,1041.2,68.59,0.6859
1/8/2011,11-Aug,Supermarkets,ISX,Sigma,12,High,Sigma 12 Pack High,375,65222,17.08,0.1708,165.7,173.93,1.7393
1/8/2011,11-Aug,Supermarkets,ISX,Sigma,12,Standard,Sigma 12 Pack Standard,512,80587,16.08,0.1608,204.74,157.4,1.574
1/8/2011,11-Aug,Supermarkets,ISX,Tau,12,Standard,Tau 12 Pack Standard,444,31364,16.43,0.1643,79.68,70.64,0.7064
1/8/2011,11-Aug,Supermarkets,ISB,Epsilon,12,Standard,Epsilon 12 Pack Standard,545,31050,16.11,0.1611,78.89,56.97,0.5697
1/8/2011,11-Aug,Supermarkets,ISB,Iota,12,High,Iota 12 Pack High,963,83377,24.22,0.2422,211.83,86.58,0.8658
1/8/2011,11-Aug,Supermarkets,ISB,Iota,12,Standard,Iota 12 Pack Standard,823,72644,21.67,0.2167,184.56,88.27,0.8827
1/8/2011,11-Aug,Supermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,439,27746,13.05,0.1305,70.49,63.2,0.632
1/8/2011,11-Aug,Supermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,2362,140118,38.14,0.3814,355.99,59.32,0.5932
1/8/2011,11-Aug,Supermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,699,108516,27.18,0.2718,275.69,155.24,1.5524
1/8/2011,11-Aug,Supermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,233,24121,9.45,0.0945,61.28,103.52,1.0352
1/8/2011,11-Aug,Supermarkets,ISB,Theta,8,Standard,Theta 8 Pack Standard,1598,148913,34.12,0.3412,378.33,93.19,0.9319
1/8/2011,11-Aug,Supermarkets,ISB,Theta,12,Low,Theta 12 Pack Low,149,14056,8.94,0.0894,35.71,94.34,0.9434
1/8/2011,11-Aug,Supermarkets,ISB,Theta,12,High,Theta 12 Pack High,1801,174722,27.61,0.2761,443.9,97.01,0.9701
1/8/2011,11-Aug,Supermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,6326,480039,45.37,0.4537,1219.59,75.88,0.7588
1/8/2011,11-Aug,Supermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,20047,1230854,44.26,0.4426,3127.11,61.4,0.614
1/8/2011,11-Aug,Supermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,1566,104939,35.04,0.3504,266.61,67.01,0.6701
1/8/2011,11-Aug,Supermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,704,67482,16.12,0.1612,171.44,95.86,0.9586
1/8/2011,11-Aug,Supermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,386,30169,6.3,0.063,76.64,78.16,0.7816
1/8/2011,11-Aug,Supermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,940,117792,25.6,0.256,299.26,125.31,1.2531
1/8/2011,11-Aug,Supermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,52,6664,1.97,0.0197,16.93,128.15,1.2815
1/8/2011,11-Aug,Supermarkets,ISF,Beta,12,High,Beta 12 Pack High,1330,168140,23.23,0.2323,427.18,126.42,1.2642
1/8/2011,11-Aug,Supermarkets,ISF,Beta,12,Standard,Beta 12 Pack Standard,7340,732487,44.69,0.4469,1860.96,99.79,0.9979
1/8/2011,11-Aug,Supermarkets,ISF,Beta,18,Standard,Beta 18 Pack Standard,1824,193184,31.33,0.3133,490.81,105.91,1.0591
1/8/2011,11-Aug,Supermarkets,ISF,Beta,60,Standard,Beta 60 Pack Standard,100,12640,2.48,0.0248,32.11,126.4,1.264
1/8/2011,11-Aug,Supermarkets,Ventura,Omega,12,Standard,Omega 12 Pack Standard,790,47239,22.7,0.227,120.01,59.8,0.598
1/8/2011,11-Aug,Supermarkets,ISL,Kappa,8,Standard,Kappa 8 Pack Standard,7363,462178,33.33,0.3333,1174.21,62.77,0.6277
1/8/2011,11-Aug,Supermarkets,ISL,Kappa,12,Standard,Kappa 12 Pack Standard,3616,275259,36.04,0.3604,699.32,76.12,0.7612
1/8/2011,11-Aug,Supermarkets,ISL,Kappa,18,Standard,Kappa 18 Pack Standard,1454,92545,16.56,0.1656,235.12,63.65,0.6365
1/8/2011,11-Aug,Supermarkets,Vanguard,Pi,12,High,Pi 12 Pack High,140,10998,3.56,0.0356,27.94,78.56,0.7856
1/9/2011,11-Sep,Hypermarkets,ISX,Delta,12,Standard,Delta 12 Pack Standard,1582,87670,94.49,0.9449,222.73,55.42,0.5542
1/9/2011,11-Sep,Hypermarkets,ISX,Eta,12,Standard,Eta 12 Pack Standard,621,27008,14.55,0.1455,68.62,43.49,0.4349
1/9/2011,11-Sep,Hypermarkets,ISX,Omicron,8,Standard,Omicron 8 Pack Standard,778,63821,93.5,0.935,162.14,82.03,0.8203
1/9/2011,11-Sep,Hypermarkets,ISX,Omicron,12,Low,Omicron 12 Pack Low,443,39678,83.83,0.8383,100.81,89.57,0.8957
1/9/2011,11-Sep,Hypermarkets,ISX,Omicron,12,High,Omicron 12 Pack High,3100,264605,97.53,0.9753,672.26,85.36,0.8536
1/9/2011,11-Sep,Hypermarkets,ISX,Omicron,12,Standard,Omicron 12 Pack Standard,6665,460652,99.96,0.9996,1170.34,69.12,0.6912
1/9/2011,11-Sep,Hypermarkets,ISX,Omicron,18,Standard,Omicron 18 Pack Standard,28461,1678036,99.82,0.9982,4263.22,58.96,0.5896
1/9/2011,11-Sep,Hypermarkets,ISX,Sigma,12,High,Sigma 12 Pack High,770,122236,93.43,0.9343,310.55,158.75,1.5875
1/9/2011,11-Sep,Hypermarkets,ISX,Sigma,12,Standard,Sigma 12 Pack Standard,650,95381,92.53,0.9253,242.32,146.74,1.4674
1/9/2011,11-Sep,Hypermarkets,ISX,Tau,12,Standard,Tau 12 Pack Standard,899,61454,93.79,0.9379,156.13,68.36,0.6836
1/9/2011,11-Sep,Hypermarkets,ISB,Epsilon,12,Standard,Epsilon 12 Pack Standard,908,48088,76.44,0.7644,122.17,52.96,0.5296
1/9/2011,11-Sep,Hypermarkets,ISB,Iota,12,High,Iota 12 Pack High,902,82360,93.28,0.9328,209.24,91.31,0.9131
1/9/2011,11-Sep,Hypermarkets,ISB,Iota,12,Standard,Iota 12 Pack Standard,1023,86191,92.73,0.9273,218.98,84.25,0.8425
1/9/2011,11-Sep,Hypermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,604,37000,55.2,0.552,94,61.26,0.6126
1/9/2011,11-Sep,Hypermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,3095,171856,98.26,0.9826,436.62,55.53,0.5553
1/9/2011,11-Sep,Hypermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,532,77858,73.73,0.7373,197.81,146.35,1.4635
1/9/2011,11-Sep,Hypermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,167,16379,18.69,0.1869,41.61,98.08,0.9808
1/9/2011,11-Sep,Hypermarkets,ISB,Theta,8,Standard,Theta 8 Pack Standard,592,52719,86.84,0.8684,133.94,89.05,0.8905
1/9/2011,11-Sep,Hypermarkets,ISB,Theta,12,Low,Theta 12 Pack Low,156,14554,33.79,0.3379,36.98,93.29,0.9329
1/9/2011,11-Sep,Hypermarkets,ISB,Theta,12,High,Theta 12 Pack High,2093,187744,98.71,0.9871,476.98,89.7,0.897
1/9/2011,11-Sep,Hypermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,6300,458207,99.91,0.9991,1164.13,72.73,0.7273
1/9/2011,11-Sep,Hypermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,19143,1168049,98.54,0.9854,2967.55,61.02,0.6102
1/9/2011,11-Sep,Hypermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,3605,213457,98.5,0.985,542.31,59.21,0.5921
1/9/2011,11-Sep,Hypermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,802,68858,60.99,0.6099,174.94,85.86,0.8586
